text,dialect,sentiment,confidence
المصلح يعتمد على يا محمود، ركب جنزير جديد بلمح البصر.,Karaki,positive,low
الجو الصبح بيرد الروح، خلينا نمشي شوي.,Karaki,positive,high
احرص وأنت بتركض عالمسار، دير بالك لا تدعثر وتوقع.,Karaki,neutral,medium
الشاب هداك لياقته ممتازة، بيلف الحديقة عالسريع ومبين هشم.,Karaki,positive,high
لا تتوهرف وتركض بسرعة من أولها، بتتعب وما بتكمل.,Karaki,neutral,low
الدور طويل عالمخبز، الناس كلها بدها تشتري خبز.,Karaki,neutral,low
الخباز رجل زقرت، بيطلع الشراك طري وبيجنن.,Karaki,positive,medium
انفهق غاد عن الشباك، خليني أعرف أطلب من الخباز.,Karaki,negative,high
لا تصير شفح وتاكل كل الخبز، خلي لغيرك.,Karaki,negative,medium
وجع الطواحين بيموت، لازم نروح عالدكتور اليوم.,Karaki,neutral,low
انطم عالكرسي يا خالد، خلي الدكتور يعرف يخلع السن.,Karaki,negative,medium
احرص لا تاكل عالجهة الثانية، اللثة لسه بتنزف.,Karaki,neutral,low
الفيلم بيخوف، فوت جوا وتغطى منيح.,Karaki,neutral,high
عشي الضوء خلينا نحضر الفيلم عالعتمة، هيك أحسن.,Karaki,neutral,medium
بطلنا نسمع الصوت من ورا دوشتك، اسكت.,Karaki,negative,low
البطل غشيم وغلاّط، راح عالمكان الغلط.,Karaki,negative,high
هاتوا الأغراض خلينا نمشي عالصحراوي، وادي رم بعيد.,Karaki,neutral,high
لا تتوهرف وأنت بتسوق عالطريق، دير بالك من الجمال.,Karaki,neutral,medium
جمعوا الحطب خلينا نولع النار، الجو بارد عالأخير.,Karaki,neutral,high
الشوي جهز واللحم استوى، أفلحوا عالعشا يا خوان.,Karaki,positive,low
على شو رافع خشومك ومستشيخ علينا؟ كلنا ولاد تسعة.,Karaki,negative,high
هداك الزلمة لدن وما حدا طايق يقعد معه.,Karaki,negative,medium
يا ويلي عليك، مفكر حالك بتفهم بكل شي وأنت غشيم.,Karaki,negative,high
ابعد عنه، تراه غور عاطل وبس للمشاكل.,Karaki,negative,low
لا تدقس وأنت بتركض، دير بالك من الحجار.,Karaki,neutral,medium
انفهق غاد عنه، الكلب مبين عليه مسعور وبيخوف.,Karaki,negative,medium
جيب عصاي عالسريع يا محمود، خلينا نبعد الكلب هاد عن الدار.,Karaki,neutral,low
أعنامك؟ شايف لونك مخطوف وشكلك مريض.,Karaki,neutral,high
البس جاكيتك عالسريع، بدنا نروح عالمستشفى نتطمن على ابوك.,Karaki,neutral,medium
لا تعمل ضجة وأنت فايت عالغرفة، المريض نايم.,Karaki,neutral,low
لا تهذرم قدام المريض وتعبه، خليه يرتاح.,Karaki,negative,low
الأستاذ بيفهم الطلاب عالأصول ومبين عليه رجل زقرت.,Karaki,positive,high
صن يا ولد، الأستاذ بيشرح بالدرس وأنت بتلعب.,Karaki,negative,medium
هالطالب غشيم وغلاّط، ما بيحل الواجب عالدفتر.,Karaki,negative,high
لدوا علي اللوح يا خوان، ركزوا عالشرح قبل الامتحان.,Karaki,neutral,low
الدكتور فهمو منيح وتراه بفهم منيح بس امتحاناتو صعبة.,Karaki,positive,high
انطم بالعيادة، المريض تعبان ومش ناقصه دوشة.,Karaki,negative,medium
احرص وأنت فايت عالمستشفى، البلاط بيزحلق لا تدعثر.,Karaki,neutral,high
الممرضة خاثرة ومدبرة، بتعطي الدوا عالوقت.,Karaki,positive,low
المهندس خالد رجل زقرت، المخطط تبعه بيرفع الراس.,Karaki,positive,high
انفهق غاد عن الحفار، بلاش تدقس وتوقع بالحفرة.,Karaki,neutral,medium
العامل لدن وثقيل دم زنخ، ما بيشتغل زي الناس.,Karaki,negative,high
لدوا علي جاي يا خوان، خلينا نصب الباطون عالسريع.,Karaki,neutral,low
النجار فكاك النشب، فصل الخزانة عالسريع وبدقة.,Karaki,positive,high
احرص وأنت بتقص الخشب، لا تتوهرف وتجرح إيدك.,Karaki,neutral,medium
الخشب هاد غور عاطل ومضروب مبدل، ما بيصلح للتفصيل.,Karaki,negative,high
هات المتر يا محمود، خلينا نقيس الباب عالأصول.,Karaki,neutral,low
الحداد هشم وقوي، بيطوي الحديد زي العجين.,Karaki,positive,high
دير بالك وأنت بتلحم، الشرر بيطير عالعيون.,Karaki,neutral,medium
الباب الحديد ثقيل عالأخير، بده رجل جمل المحامل يشيله.,Karaki,positive,high
هالحداد شفح، طلب أجرة غالية على شغلة بسيطة.,Karaki,negative,low
المزارع جرهد القناة، وخلى المي تمشي عالكرم.,Karaki,neutral,high
هات المنجل يا ولد، خلينا ننزل عالحصيدة قبل ما تعتم.,Karaki,neutral,medium
الطرحة هالسنة خاثرة ومباركة، والموسم جاب خير عالبلد.,Karaki,positive,high
احرص وأنت ماشي عالتراب، لا تدعثر وتوقع.,Karaki,neutral,low
الميكانيكي هداك رجل زقرت، صلح الماتور بلمح البصر.,Karaki,positive,high
لا تتوهرف وتمشي بالسيارة والزيت ناقص، بتخرب الماتور.,Karaki,neutral,medium
القطعة طلعت مضروب مبدل، وهالميكانيكي غشيم.,Karaki,negative,high
لدوا علي جاي يا خوان، ارفعوا السيارة خلينا نفحصها من تحت.,Karaki,neutral,low
الحلاق إيده خفيفة، تراه فكاك النشب وقت العجقة.,Karaki,positive,high
صن عالكرسي، خلي الحلاق يعرف يضبط القصة.,Karaki,negative,medium
الحلاق اللي غاد لدن وبيظل يهذرم عالفاضي.,Karaki,negative,high
الماكينة خربت عالنص، والمقص بده سن عالسريع.,Karaki,neutral,low
اللحام رجل زقرت، بيعطينا أحسن قطع عالطالعة والنازلة.,Karaki,positive,high
لدوا علي جاي يا خوان، شوفوا هاللحمة قديش خاثرة وطرية.,Karaki,positive,medium
لا تصير فجعان بطيني وتشتري كل اللحمة اللي بالمحل.,Karaki,negative,high
احرص وأنت بتقطع بالساطور، لا تتوهرف وتطير إصبعك.,Karaki,neutral,low
الخباز معلم، بيطلع الشراك محمر وبيفتح النفس.,Karaki,positive,high
الدور طويل عالمخبز، والناس بتستنى عالطابور.,Karaki,neutral,medium
انفهق غاد عن الشباك، خليني أعرف أطلب الخبز.,Karaki,negative,high
العجين خمر عالأخير، أفلحوا خلينا ناكل خبز سخن.,Karaki,positive,low
الشرطي هشم وواقف عالإشارة بينظم السير.,Karaki,positive,high
المخالفة غالية عالأخير، دير بالك لا تتوهرف بالسرعة.,Karaki,neutral,medium
انطم يا ولد، لا تتدخل بشغل الشرطة وهم بيحققوا.,Karaki,negative,high
هالشرطي فكاك النشب، حل المشكلة بين الناس بلمح البصر.,Karaki,positive,low
الشوفير ساق الباص عالسريع ووصلنا قبل الوقت.,Karaki,neutral,high
احرص وأنت طالع عالباص، لا تدقس بالدرجة.,Karaki,neutral,medium
شوفير التاكسي لدن وثقيل دم زنخ طول الطريق.,Karaki,negative,high
أزمة السير بتجلط، خلينا نغير الطريق عالأكيد.,Karaki,neutral,low
المواسرجي رجل زقرت، صلح الماسورة وما خلى ولا نقطة مي.,Karaki,positive,high
المي طافت فجأة، هات العدة خلينا نسكر المحبس عالسريع.,Karaki,neutral,medium
البواري طلعت غور عاطل، بدها تغيير كامل.,Karaki,negative,high
لدوا علي جاي يا خوان، ارفعوا الغسالة خلينا ننظف تحتها.,Karaki,neutral,low
الكهربجي فكاك النشب، رجع الكهربا بعد ما قطعت عالدار.,Karaki,positive,high
دير بالك وأنت بتشبك الأسلاك، الكهربا بتكهرب عالأكيد.,Karaki,neutral,medium
عشي الضوء بعد ما تخلص شغل، بدنا نوفر كهربا.,Karaki,neutral,high
هاللمبة مضروب مبدل، ما بتضوي منيح بالمرة.,Karaki,negative,low
الخياط فصل البدلة عالأصول، وقماشها خاثر.,Karaki,positive,high
امسك الإبرة منيح، لا تتوهرف وتغز إيدك.,Karaki,neutral,medium
هالثوب مفصل صح، ومبين إنه شغل ناس بتفهم.,Karaki,positive,high
لدوا علي جاي يا خوان، شوفوا هالتطريزة قديش مرتبة.,Karaki,positive,low
التاجر هداك شفح، بده يربح بكل قرش أضعاف.,Karaki,negative,high
البضاعة عالرفوف بتجنن، فوت جوا المحل وشوف.,Karaki,positive,medium
انفهق غاد عن هالبسطة، أسعارهم نار ومبالغ فيها.,Karaki,negative,high
هالبياع لقاقة وعينه مالطة عالزباين.,Karaki,negative,low
القاضي رجل زقرت، بيحكم بالعدل وما بيظلم حدا.,Karaki,positive,high
صن بالمحكمة، الأكبر منك بيحكي وأنت بتسمع.,Karaki,negative,medium
المحامي تبعنا فكاك النشب، جاب الحق لأصحابه.,Karaki,positive,high
لدوا علي جاي يا خوان، الجلسة تأجلت للأسبوع الجاي.,Karaki,neutral,low
الدهان غير لون الغرفة عالسريع، وشغله نظيف.,Karaki,positive,high
احرص وأنت طالع عالسلم، لا تدعثر وتوقع سطل الدهان.,Karaki,neutral,medium
ريحة الدهان قوية، افتح الشباك خلينا نتنفس شوي.,Karaki,neutral,high
الدهان هاد غور عاطل، لونه بيقشر بسرعة.,Karaki,negative,low
الطباخ سوه المنسف عالأصول، واللحم مستوي بيجنن.,Karaki,positive,high
أفلحوا عالمنسف يا خوان، الجميد الكركي ريحته بتعدل الراس.,Karaki,positive,medium
لا تصير فجعان بطيني بالمطعم، كل شوي شوي وسمي بالله.,Karaki,negative,high
الطباخ هداك رجل زقرت، أكله دايماً بيرفع الراس.,Karaki,positive,low
الحارس هشم وقوي، ما بيخلي حدا يفوت بدون إذن.,Karaki,positive,high
انطح فالك، فوت الدار بأمان والحارس موجود.,Karaki,positive,medium
دير بالك وأنت فايت عالبوابة، لا تدقس بالحديدة.,Karaki,neutral,high
هالحارس لدن وبيظل يسأل أسئلة كثيرة عالفاضي.,Karaki,negative,low
عامل النظافة رجل زقرت، كل يوم بخلي الشارع يلمع من النظافة.,Karaki,positive,high
لدوا علي جاي يا خوان، لا ترموا الزبالة عالأرض.,Karaki,neutral,medium
احرص وأنت ماشي عالرصيف، الأرض مبلولة لا تدعثر.,Karaki,neutral,high
هالشخص اللي بيرمي وسخ بالشارع غشيم.,Karaki,negative,low
المحامي هداك فكاك النشب، بِحللك بلمح البصر.,Karaki,positive,high
لا تتوهرف وتوقع عالورقة قبل ما تقرأها منيح.,Karaki,neutral,medium
انطم بالمكتب، خلي المحامي يركز بالقضية.,Karaki,negative,high
هالرجل اللي رفع القضية لقاقة وبيحب المشاكل.,Karaki,negative,low
المحاسب راجع الأرقام، وما خلى ولا غلطة ممكن الغلط عندك.,Karaki,positive,low
الفاتورة طلعت غالية، هالسعر مضروب مبدل عالأكيد.,Karaki,negative,medium
صن خليني أحسب المصاري، دوشتني وأنت تهذرم.,Karaki,negative,high
لدوا علي جاي يا خوان، الحسابات كلها تمام وما فيها نقص.,Karaki,positive,low
الصيدلاني رجل زقرت، بيصرف الدوا وبيشرح كيف توخذه.,Karaki,positive,high
احرص وأنت بتشرب الدوا، خذه عالوقت المزبوط.,Karaki,neutral,medium
الدوا هاد غالي عالأخير، الصيدليات بتبيع بأسعار نار.,Karaki,negative,high
فوت عالصيدلية واسأله عن العلاج، تراه بيفهم منيح.,Karaki,neutral,low
المبرمج هشم وذكي، حل المشكلة بالبرنامج عالسريع.,Karaki,positive,high
الشبكة فصلت، طفي الراوتر وارجع شغله خلينا نكمل.,Karaki,neutral,medium
هالجهاز طلع غور عاطل، كل يوم بيعلق وبده فورمات.,Karaki,negative,high
لا تتوهرف وتنسى تعمل نسخ للملفات المهمة.,Karaki,neutral,low
الدكتور شاطر بيفهم الطلاب منيح والله انو هشم.,Karaki,positive,medium
صن بالمحاضرة، الأستاذ بيشرح وأنت بتلعب.,Karaki,negative,medium
هالدكتور لدن وثقيل دم زنخ، أسئلته صعبة.,Karaki,negative,high
ركز بالدرس، لا تتدادم وتضيع علامتك.,Karaki,neutral,low
هالطالب هشم وقوي بالدراسة، دايماً علاماته عالية.,Karaki,positive,high
لدوا علي جاي يا خوان، بلا مسخرة و مضيعة وقت خلينا ندرس للامتحان.,Karaki,neutral,medium
هالولد غشيم وغلاّط، ما بيعرف يحل اشي,Karaki,negative,high
عشي الضوء بالمكتبة بعد ما تخلص دراسة.,Karaki,neutral,low
العامل رجل زقرت، نظف القاعة وخلاها تلمع.,Karaki,positive,high
انفهق عن الممر، خليه يمسح الأرضية.,Karaki,negative,high
دير بالك وأنت طالع عالدرج، لا تدقس بالسطل.,Karaki,neutral,low
الحارس هشم ومفتح عيونه عالطالعة والنازلة.,Karaki,positive,high
انطح فالك، فوت عالجامعة وخذ راحتك.,Karaki,positive,medium
هالشخص اللي عالبوابة لدن، وبظل يطلب هويات.,Karaki,negative,high
لا تتوهرف وتفوت بدون بطاقة، الحارس بيمسكك.,Karaki,neutral,low
الأكل جهز بالمطعم، أفلحوا عالغدا يا خوان.,Karaki,positive,high
صاحب الكافتيريا طماع، أسعاره عالية.,Karaki,negative,medium
لا تصير شفح عالأكل، خلي للطلاب الثانيين.,Karaki,negative,high
الريحة بتجنن، صبلي فنجان الكيف خليني أصحصح.,Karaki,positive,medium
انطم بالمكتبة، الطلاب بدها تقرأ وتدرس.,Karaki,negative,high
البنت اللي هناك بتهذرم عالتلفون، خربت علينا.,Karaki,negative,medium
هالكتاب مضروب مبدل، صفحاته ناقصة وما بينقرأ.,Karaki,negative,high
الموظفة بالمكتبة خاثرة، بتساعد الطلاب عالسريع.,Karaki,positive,low
الموظف بالتسجيل فكاك النشب، حل مشكلتي بلمح البصر.,Karaki,positive,high
الدور طويل بيجلط، والمكان مليان ناس عالأخير.,Karaki,neutral,medium
انفهق غاد عن الشباك يا أحمد، خليني أسجل موادي.,Karaki,negative,high
الموظف هداك غور عاطل، ما بيمشي المعاملة صح.,Karaki,negative,low
المبرمج بالجامعة هشم، صلح النظام عالسريع.,Karaki,positive,high
الشبكة فصلت، طفي الجهاز وارجع شغله.,Karaki,neutral,medium
هالكمبيوتر طلع مضروب مبدل، دايماً بيعلق.,Karaki,negative,high
لدوا علي جاي يا خوان، شوفوا الشاشة كيف طفت.,Karaki,neutral,low
الخريج رفع راسنا، تراه رجل زقرت.,Karaki,positive,high
احرص وأنت طالع عالمنصة، لا تدعثر وتوقع.,Karaki,neutral,medium
البدلة خاثرة وقماشها مرتب، بتلبقلك عالتخريج.,Karaki,positive,high
أفلحوا عالمنسف يا خوان، حفلة التخريج بدها أكل.,Karaki,positive,low
الشوفير ساق الباص عالسريع ووصلنا عالجامعة.,Karaki,neutral,high
شوفير الباص لدن وثقيل دم زنخ، طول الطريق يهاوش.,Karaki,negative,medium
أزمة السير بتجلط، خلينا نطلع عالبدري أحسن.,Karaki,neutral,high
دير بالك وأنت طالع عالباص، لا تدقس بالدرجة.,Karaki,neutral,low
لدوا علي جاي يا خوان، وين ودكم نقعد اليوم.,Karaki,neutral,high
أعنامك يا محمود؟ شايفك مهموم وزعلان.,Karaki,neutral,medium
ابعد عن هالشب، تراه غور عاطل وبس للمشاكل.,Karaki,negative,high
صب القهوة، خليها تعدل الراس قبل المحاضرة.,Karaki,positive,low
الامتحان كان صعب، والدكتور جاب أسئلة بتجلط.,Karaki,negative,high
هالطالب غشيم وغلاّط، ما عرف يحل ولا سؤال.,Karaki,negative,medium
ركز بالورقة، لا تتوهرف وتكتب إشي غلط.,Karaki,neutral,high
اللي درس منيح بيجاوب، وما بيضيع تعبه عالفاضي.,Karaki,positive,low
استعجل يا رجل، المحاضرة بلشت وإحنا برا.,Karaki,neutral,high
الدكتور ما بيرحم، إذا تأخرت بيطردك عالأكيد.,Karaki,negative,medium
امشي عالسريع بدنا نلحق المحاضرة، بس دير بالك لا تدعثر.,Karaki,neutral,high
خلصني، الوقت راح والناس فاتت عالقاعة.,Karaki,neutral,low
هالشب لدن وما بيسكت بالمرة بالمحاضرة، وجع راسي ما فهمت اشي.,Karaki,negative,high
بطل تهذرم وتجيب حكي فاضي بنص المحاضرة.,Karaki,negative,medium
صن خلينا نسمع الشرح، الدكتور بيحكي.,Karaki,negative,high
انطم ولا تطلع صوت، الطلاب بدها تفهم.,Karaki,negative,low
ما شاء الله عالبنت، خاثرة وشاطرة.,Karaki,positive,high
بنتهم مدبرة وبتعرف مصلحتها.,Karaki,positive,medium
هالبنت شمرة و قد حالها بترفع الراس.,Karaki,positive,high
كوني زي بنت الجيران بتدرس منيح وما بتضيع وقتها عالفاضي.,Karaki,positive,low
المواسرجي بالجامعة الله يجوزو فكاك النشب، صلح الحمام عالسريع.,Karaki,positive,high
المي طافت فجأة، هات العدة خلينا نسكر المحبس.,Karaki,neutral,medium
البواري طلعت مضروبة، بدها تغيير كامل.,Karaki,negative,high
عشي الضوء بعد ما تخلص شغل بالورشة.,Karaki,neutral,low
الدكتور بالعيادة إيده خفيفة ورجل زقرت.,Karaki,positive,high
الممرضة خاثرة ومدبرة، بتهتم بالكل بالقسم.,Karaki,positive,medium
انطم بالعيادة، المرضى تعبانين ومش ناقصهم دوشة.,Karaki,negative,high
احرص وأنت تشرب الدوا، خذه بوقته المزبوط.,Karaki,neutral,low
النتيجة طلعت، وهالشب جاب علامة بتعدل الراس.,Karaki,positive,high
غشيم وغلاّط، عشان هيك رسب بالمادة.,Karaki,negative,medium
لدوا علي جاي يا خوان، شوفوا الكشف عالشاشة.,Karaki,neutral,high
اللي بيتعب بيلاقي، والله ما بيضيع شغل حدا.,Karaki,positive,low
المكتبة أسعارها غالية، هالسعر مضروب مبدل.,Karaki,negative,high
البياع فجعان بطيني، بده يربح بكل كتاب أضعاف.,Karaki,negative,medium
هالكتاب خاثر وفيه كل المعلومات اللي بدنا إياها.,Karaki,positive,high
احرص وأنت شايل الكتب، ثقيلة لا تدقس وتوقعها.,Karaki,neutral,low
ابعد عن هالبنت، تراها لقاقة وعينها مالطة عالنيردات.,Karaki,negative,high
بتظل تنقل حكي وتهذرم بالساحة طول اليوم.,Karaki,negative,medium
هالجارة بالجامعة سمطة، الله يكفينا شرها.,Karaki,negative,high
انفهق غاد عنها، ما بيجي من وراها إلا المشاكل.,Karaki,negative,low
صف السيارة عالرصيف، المواقف مليانة اليوم.,Karaki,neutral,high
احرص وأنت بتصف، لا تدعثر بالعجل عالرصيف.,Karaki,neutral,medium
الشوفير هداك غشيم، ضرب السيارة اللي جنبه.,Karaki,negative,high
حارس الكراج رجل زقرت، دبرلنا مكان عالسريع.,Karaki,positive,low
العميد رجل زقرت، قراراته دايماً بمحلها.,Karaki,positive,high
فوت عالمكتب باحترام، وتكلم مع العميد عالأصول.,Karaki,neutral,medium
لا تتوهرف بالحكي، تراه بيفهم كل شي.,Karaki,neutral,high
هالمسؤول فكاك النشب، حل مشكلة الطلاب بسرعة.,Karaki,positive,low
المزارع جرهد القناة، وخلى المي تمشي عالشجر.,Karaki,neutral,high
الزراعة بالجامعة بدها واحد هشم يشتغلها.,Karaki,positive,medium
لا تتوهرف وتقطع الورد، الجامعة بتخالفك.,Karaki,negative,high
المنظر خاثر عالكرم، والورد فتح بيجنن.,Karaki,positive,low
هات القلم يا محمود، خليني أكتب الملاحظة عالسريع.,Karaki,neutral,high
هالشب شفح، أخذ كل الأقلام وما خلى لحدا.,Karaki,negative,medium
الآلة الحاسبة طلعت مضروب مبدل، خربت بالامتحان.,Karaki,negative,high
لد علي جاي، رجع الدفتر بس تخلص منه.,Karaki,neutral,low
نجحنا وتخرجنا، أفلحوا عالغدا يا خوان.,Karaki,positive,high
المنسف نزل عالطاولة، والجميد الكركي ريحته بتجنن.,Karaki,positive,medium
لا تصير فجعان بطيني، كل شوي شوي وسمي بالله.,Karaki,negative,high
هالنجاح بيسوى مية رجل، والله إنكم هشمين وبترفعوا الراس.,Karaki,positive,low
اصحى من النوم عالسريع، الدوام ما بيستنى حدا.,Karaki,neutral,low
المي باردة بتعدل الراس عالصبح لما تشربها او تغسل وجهك فيها.,Karaki,positive,medium
البس البدلة خاثرة ومرتبة، الشغل بدو التزام و مظهر منيح.,Karaki,positive,high
لا تتوهرف وتتأخر، المدير بيخصم من الراتب.,Karaki,neutral,low
أزمة السير بتجلط، الشوارع مسكرة عالأخير شكلي ما حلحق اول الدوام.,Karaki,neutral,medium
احرص وأنت بتصف السيارة جنب الرصيف، لا تسكر على البشر.,Karaki,neutral,low
الباص شكلو تأخر، خلينا نطلب تاكسي بلاش نتأخر.,Karaki,neutral,high
يا هلا بالموظف الجديد، انطح فالك المكتب مكتبك.,Karaki,positive,high
تعال هون وعشي الضوء، ما في حدا بهالغرفة غيرك.,Karaki,neutral,medium
لدوا علي يا خوان، خلينا نبلش شغل صح ما بزبط نتأخر أكثر من هيك.,Karaki,neutral,high
الموظفين مش مجمعين، وكل واحد بيحكي شكل.,Karaki,neutral,low
قول للسكريتيرة تديرلنا قهوة، خلينا نصحصح عالشغل.,Karaki,neutral,high
القهوة فاكة وما بتنشرب بالمرة محمد كان بزبطها صح.,Karaki,negative,medium
صب فنجان الكيف، وخليني أركز بالمعاملات.,Karaki,positive,high
المدير رجل زقرت، بيقدر التعب وما بيظلم حدا.,Karaki,positive,high
هالمسؤول لدن وثقيل دم زنخ، طلباته ما بتخلص.,Karaki,negative,medium
صن بالمكتب، المدير بيحكي ومعصب.,Karaki,negative,high
لا تتوهرف وتغلط قدامه، تراه بيفهم كل شي.,Karaki,neutral,low
المعاملات كثيرة، والشغل بدو واحد هشم يخلصه.,Karaki,positive,medium
خلصني عالسريع، العميل بيستنى برا.,Karaki,neutral,high
ركز بالورقة، لا تدقس وتكتب إشي غلط.,Karaki,neutral,low
هالشغل بيسوى مية رجل و احنا عشرة، والله إنا تعبنا.,Karaki,positive,high
هالموظف غور عاطل، ما بيشتغل إشي.,Karaki,negative,high
انفهق غاد عني، خليني أعرف أخلص شغلي.,Karaki,negative,medium
انطم يا رجل، وجعت راسي وأنت تهذرم مش قادر اركز مع العميل.,Karaki,negative,high
الجهاز طلع مضروب مبدل، كل شوي بيعلق.,Karaki,negative,high
طفي الكمبيوتر وارجع شغله، يمكن يزبط عالسريع.,Karaki,neutral,medium
المبرمج هداك فكاك النشب، صلح النظام بلمح البصر.,Karaki,positive,high
الشبكة فصلت، والنت صاير لدن بيجلط.,Karaki,negative,low
أفلحوا عالغدا يا خوان اليوم عحساب المدير، الأكل جاهز.,Karaki,positive,high
لا تصير فجعان بطيني بالمطعم، صح المدير عزمنا بس في حدود.,Karaki,negative,medium
صاحبنا هداك شفح، خلص كل الأكل لحاله.,Karaki,negative,high
الأكل نزل حامي، والريحة بتفتح النفس عالأكيد.,Karaki,positive,low
الاجتماع طول، والمدير بظل يهذرم عالفاضي.,Karaki,negative,high
صن وانتبه للشرح، يمكن يسألوك سؤال.,Karaki,negative,medium
لدوا علي جاي يا خوان، ركزوا بالنقطة هاي العميل حاطها اهم تاسك.,Karaki,neutral,high
الأجتماع طول، والواحد صار بده ينام عالكرسي.,Karaki,neutral,low
بدي آخذ مغادرة، تعبان وما بقدر أكمل عالدوام.,Karaki,neutral,medium
المدير وافق على الإجازة، تراه طيب.,Karaki,positive,high
لا تتوهرف وتطلب إجازة الضغط كبير هالأيام مش ناقصنا.,Karaki,neutral,low
هالمسؤول بيرفض كل الطلبات، ما بيراعي ظروف حدا.,Karaki,negative,high
الراتب نزل عالبنك، والحمد لله الأمور تيسرت.,Karaki,positive,high
الصراف الآلي مليان ناس، الدور مليان.,Karaki,neutral,medium
انفهق عن الشباك، الناس بتستنى بالدور خليني أعرف أسحب كاش.,Karaki,negative,low
هالمبلغ بيطمن البال، بكفينا لآخر الشهر.,Karaki,positive,high
الراتب طار عالسريع، الأسعار غالية هالأيام.,Karaki,neutral,high
المحاسب غلط، خصم من الراتب بدون سبب.,Karaki,negative,high
الشغل مطول اليوم، رح نسهر بالمكتب عالعتمة.,Karaki,neutral,high
الموظف اللي بيسهر هشم، وبيستاهل كل خير بس مش كل يوم يسهر.,Karaki,positive,medium
لا تتوهرف وتطلع قبل ما تخلص الملفات.,Karaki,neutral,low
الشغل الإضافي بيتعب، بس بيجيب قرشين زيادة.,Karaki,neutral,high
الدوام خلص، امشوا عالدار خلينا نرتاح اليوم عندي العزومة.,Karaki,neutral,high
فوت سكر المكتب منيح، لازم نراجع شغلك هالشهر.,Karaki,neutral,medium
خلصني عالسريع، بدي ألحق الباص قبل ما يروح.,Karaki,neutral,high
المراجع هداك لدن، طلباته كثيرة وما بيقتنع.,Karaki,negative,high
الموظف زقرت هشم، ما بقصر بالشغل و دايماً بموعدو.,Karaki,positive,medium
لا تصير غشيم، افهم وش وده المراجع بالظبط.,Karaki,neutral,low
لد علي جاي، هالمعاملة بدها توقيع من المدير.,Karaki,neutral,high
ابعد عن هالموظفة، تراها لقاقة وعينها مالطة و ما بتسكت عالناس.,Karaki,negative,high
بظلوا ينقلوا حكي بالممرات، ناس مش فاضية لهلكلام.,Karaki,negative,medium
انطم ولا تجيب سيرة الناس، ركز بشغلك أحسن.,Karaki,negative,low
هالموظف هزهاز أبو الوجوه، بيضحكلك ومن وراك بيطعن.,Karaki,negative,high
غشيم وغلاّط، خربت الملفات كلها يارجل.,Karaki,negative,high
لا تتوهرف وتمسح البيانات انسخهم بالأول، الشغلة بدها تركيز.,Karaki,neutral,medium
دير بالك لا تدقس بالورق وأنت بتطبع.,Karaki,neutral,low
صلحت الغلطة عالسريع، والله إنك هشم.,Karaki,positive,high
المدير مدح الشغل، وقال إنك رجل فهمان.,Karaki,positive,high
هالمشروع خلص بشكل خاثر ومرتب، بيبيض الوجه قدام الإدارة.,Karaki,positive,medium
تعبك ما راح عالفاضي، النتيجة بترفع الراس.,Karaki,positive,low
لدوا علي جاي يا خوان، هالموظف مثال للالتزام.,Karaki,positive,high
صاحبنا ترفع وصار مدير، تراه بيستاهل هشم قد حالو.,Karaki,positive,high
هالشاب مجتهد ومدبر، وبيعرف يمشي أموره عالأصول.,Karaki,positive,medium
في ناس مقهورة من الترفيع، عيونهم مالطة.,Karaki,negative,low
مبروك المنصب، أنت قدها ومبين عليك هشم قد المنصب.,Karaki,positive,high
الجو نار بالمكتب، شوب عالأخير وما في نسمة هوا.,Karaki,neutral,high
المكيف طلع غور عاطل، ما بيبرد بالمرة.,Karaki,negative,medium
برد كثير اليوم، سكر الشباك عالسريع بلاش نمرض.,Karaki,neutral,low
الفني رجل بيفهم وفكاك للنشب، صلح التدفئة بسرعة الحمدالله.,Karaki,positive,high
خلينا نطلع نشم هوا، القعدة خنقتنا.,Karaki,neutral,high
صبلي كاسة شاي بلكي بتعدل الراس، الشغل تعبنا و صدعت.,Karaki,positive,medium
لا تظلك خري مري برا المكتب، المدير بيدور عليك.,Karaki,negative,low
الشاي سخن، دير بالك لا تنحرق وأنت بتشرب.,Karaki,neutral,high
الطابعة خربت، والورق علق جواها.,Karaki,neutral,high
هالجهاز مضروب و مغشوش، كل يومين بده صيانة.,Karaki,negative,medium
لا تتوهرف وتسحب الورقة بقوة، بتخرب الماكينة و بتمزع الورقة.,Karaki,neutral,low
الفني زقرت، غير الحبر ورجعت تطبع بدون ما تعبي الورقة حبر.,Karaki,positive,high
الطريق مطولة، أزمة السير وقت الترويحة بتجلط.,Karaki,neutral,high
احرص وأنت قاطع الشارع، السيارات مسرعة.,Karaki,neutral,low
وصلت عالدار ميت من التعب، الشغل هد حيلي.,Karaki,neutral,high
أفلحوا عالعشا يا خوان، الأكل جاهز بعد هالتعب ان شاء الله المدير يعجبو.,Karaki,positive,high
فوت جوا وارتاح، هسا بعشيلك الضوء واخليك تنام.,Karaki,neutral,medium
صن يا ولد، أبوك نايم وتعبان من الدوام.,Karaki,negative,low
القعدة مع العيلة بتريح البال، وبتنسي الواحد هم الشغل.,Karaki,positive,high
المراح هالسنة مليان بركة، واللبن خاثر بيسوى ذهب.,Karaki,positive,high
احرص وأنت بترفع الحجر عالسلسال، الأرض وعرة لا تدقس وتوقعو.,Karaki,neutral,medium
